map_name	feature_name	feature_start	feature_stop	feature_alt_name	feature_type
2	csu29a	7.4		p-csu29	Marker
5	csh1c(chi)	8		p-ZmCHI1	Marker
5	asg60	8.3		p-asg60	Marker
6	rgpc174b	8.5		p-rgp c174	Marker
3	csu628	9		p-csu628	Marker
3	umc249	9		p-umc249	Marker
5	rgpg164	9.4		p-rgp g164	Marker
4	bx4	9.5		p-pCYP71C1	Marker
4	npi294j	9.5		p-npi361	Marker
8	bnl13.05a	10		p-bnl13.05	Marker
9	bnl9.07a	10.1		p-bnl9.07	Marker
4	csu618(P450)	10.4		p-csu618	Marker
4	cyp1710	10.4		p-np1710	Marker
4	cyp2707	10.4		p-np2707	Marker
3	umc121	11		p-umc121	Marker
1	tub1	11		p-phi097	Marker
1	csu738	11		p-csu738	Marker
2	csu300a	11.4		p-csu300	Marker
5	sca1	11.6		p-csu149	Marker
5	csu663a(psaD)	11.6		p-csu663	Marker
5	csu33a	11.6		p-csu33	Marker
5	npi409	11.6		p-npi409	Marker
5	bnl6.25a	11.6		p-bnl6.25	Marker
8	csu29c	11.7		p-csu29	Marker
8	rnp2	11.7		p-rz323U:	Marker
1	umc94a	11.9		p-umc94	Marker
1	csu589	12		p-csu589	Marker
1	bnl8.05a	12		p-bnl8.05	Marker
1	fus6	12		p-csu896	Marker
1	bnl5.62a	12.3		p-bnl5.62	Marker
2	umc53a	12.4		p-umc53	Marker
2	csu1053	12.4		p-csu1053	Marker
6	bnlg238	12.7		p-bnlg238	Marker
5	csu604b(trh)	12.8		p-csu604	Marker
2	csu642	13.6		p-csu642	Marker
6	csu926(frk)	13.7		p-csu926	Marker
3	csu32	13.9		p-csu32	Marker
1	knox1	14		p-knox1	Marker
6	bnlg161b	14		p-bnlg161	Marker
10	agrc561	14.2		p-agrc561	Marker
1	umc164c	15		p-umc164	Marker
9	umc109	15.5		p-umc109	Marker
6	csu710d(apx)	15.6		p-csu710	Marker
6	csu178b	15.6		p-csu178	Marker
10	csu136(plt)	15.7		p-csu136	Marker
1	csu680a	15.9		p-csu680	Marker
2	rz590a	16.3		p-rz590	Marker
5	cdo87a(ptk)	16.4		p-cdo87	Marker
3	csu1062	16.6		p-csu1062	Marker
10	csu1042	16.6		p-csu1042	Marker
1	asg31	17.3		p-asg31	Marker
2	csu12d(cin4)	17.4		p-csu12	Marker
2	cdo524	17.4		p-cdo524	Marker
2	csu552	17.4		p-csu552	Marker
9	rz144a	17.4		p-rz144	Marker
1	cdo507a(ant)	18.3		p-cdo507	Marker
5	csu570a(mtl)	18.6		p-csu570	Marker
10	ksu3	18.6		p-ksujv1	Marker
5	rpa7b	18.6		p-rpa7	Marker
5	csu1169a	18.6		p-csu1169	Marker
4	rz329b(bga)	18.8		p-rz329	Marker
2	csu1148	19.5		p-csu1148	Marker
1	std20b(uce)	19.6		p-pAS20	Marker
1	php20537b	19.9		p-php20537	Marker
1	asg59a	19.9		p-asg59	Marker
7	knox8b	20.6		p-cR18	Marker
1	umn857b	20.8		p-umn857	Marker
1	rgpc385a(rpL5)	20.8		p-rgp c385	Marker
1	uaz260b(rpL5)	20.8		p-5C05D07	Marker
4	uat3b(fl2)	20.9		p-pCC515	Marker
4	php20725a	20.9		p-php20725	Marker
7	rgpg124b	21.2		p-rgp g124	Marker
9	rz144c	21.4		p-rz144	Marker
8	mpik41b(mem1)	21.4		p-MEM-1	Marker
8	csu332	21.4		p-csu332	Marker
5	umc147a	21.6		p-umc147	Marker
5	bnl17.18a	21.6		p-bnl17.18	Marker
5	umc240	21.6		p-umc240	Marker
2	cdo244b(crp)	22.6		p-cdo244	Marker
6	cent6	22.7	28.9	p-MCS1b	Centromere
6	umc85a	22.8		p-umc85	Marker
7	asg8(myb)	22.8		p-asg8	Marker
6	agrp144	22.8		p-agrp144	Marker
6	csu70	22.8		p-csu70	Marker
6	gpc2	22.8		p-umc1018	Marker
7	csu251a	22.8		p-csu251	Marker
1	csu454(gst)	22.9		p-csu454	Marker
4	cdo520(ser)	23		p-cdo520	Marker
10	csu577	23		p-csu577	Marker
10	cdo127b(pyk)	23.3		p-cdo127	Marker
10	csu359(alp)	23.3		p-csu359	Marker
5	csu707	23.6		p-csu707	Marker
4	umc277	24		p-pc	Marker
1	npi97a	24.1		p-npi97	Marker
5	asg54b	24.6		p-asg54	Marker
10	npi285a(cac)	24.8		p-phi052	Marker
9	php10005	24.8		p-php10005	Marker
3	csu230	25.5		p-csu230	Marker
7	usu1b(fnr)	25.5		p-Zm prn1	Marker
6	bnlg426	26.8		p-bnlg426	Marker
6	csu700	26.8		p-csu700	Marker
6	pge23	26.8		p-B15-1	Marker
6	bnl7.28	26.8		p-bnl7.28	Marker
6	cdo580b(ivd)	26.8		p-cdo580	Marker
6	csu699	26.8		p-csu699	Marker
5	uat4b	27.5		p-7C01F01	Marker
6	csu680e	27.7		p-csu680	Marker
9	csu95a	27.7		p-csu95	Marker
9	umc248a	27.7		p-umc248	Marker
7	php20581a(tb)	28.3		p-php20581	Marker
8	csu675b(prh)	28.3		p-csu675	Marker
6	csu809	28.8		p-csu809	Marker
6	csu1120	28.8		p-csu1120	Marker
6	csu243	28.8		p-csu243	Marker
6	agrr221	28.8		p-agrr221	Marker
10	cr4	29.1		p-CR4c5H	Marker
10	gdcp1	29.1		p-umc1576	Marker
5	bcd450a	29.8		p-bcd450	Marker
1	umc157(chn)	29.8		p-umc157	Marker
5	csu137a(ap)	29.8		p-csu137 U:	Marker
6	csu1196	30.4		p-csu1196	Marker
6	csu1187	30.4		p-csu1187	Marker
6	pgd1	30.4		p-csu262	Marker
6	uck1	30.4		p-csu612	Marker
2	eks1	30.5		p-csu186	Marker
2	agrc539a	30.5		p-agrc539	Marker
8	npi110a	30.6		p-G7A-11	Marker
8	bnl9.11a(lts)	30.6		p-bnl9.11	Marker
1	php20640	30.9		p-php20640	Marker
1	umc194a(gpr)	30.9		p-umc194	Marker
1	csu1171	30.9		p-csu1171	Marker
1	umc115	30.9		p-umc115	Marker
1	csu1190	31		p-csu1190	Marker
6	csu94a	31.8		p-csu94	Marker
6	umc36c	31.8		p-umc36	Marker
3	csu75a	32.8		p-csu75	Marker
8	rz543b	33		p-rz543	Marker
1	tda50	33.1		p-ztda50	Marker
1	rgpc1122c(rpL15)	33.1		p-rgp c1122	Marker
1	csu680c	33.1		p-csu680	Marker
5	rgpc975(rpS27)	33.6		p-rgp c975	Marker
3	asg16a	33.7		p-asg16	Marker
4	umc171a(oec23)	34.2		p-npi472	Marker
3	me3	34.6		p-csu16	Marker
6	csu146a(cdc48)	34.7		p-csu146	Marker
6	bnl6.22b	34.7		p-bnl6.22	Marker
6	csu548	34.7		p-csu548	Marker
6	csu56a(ohp)	34.7		p-csu56	Marker
6	umc59a	34.7		p-umc59	Marker
6	agrr189	34.7		p-agrr189	Marker
4	umc31a	35.1		p-umc31	Marker
4	umc87a	35.1		p-umc47	Marker
9	umc113a	35.4		p-umc113	Marker
6	oec33	35.6		p-umc172	Marker
6	csu395a	35.6		p-csu395	Marker
3	php20042a	35.7		p-php20042	Marker
3	csu199b	35.7		p-csu199	Marker
5	csu318	35.9		p-csu318	Marker
6	umc51b	35.9		p-umc51	Marker
5	umc72a	35.9		p-umc72	Marker
6	umn361	35.9		p-umn361	Marker
6	y1	36		p-y1SSR	Marker
4	csu235	36.1		p-csu235	Marker
4	csu63b(cdj)	36.1		p-csu63	Marker
7	csu486b	36.1		p-csu486	Marker
10	csu250a(aba)	36.3		p-csu250	Marker
10	agrc714	36.3		p-agrc714	Marker
5	umc90	36.3		p-umc90	Marker
5	asg73	36.3		p-asg73	Marker
9	sh1	36.4		p-pSh9	Marker
6	uiu5(chn)	36.7		p-pCh2	Marker
6	cyc3	36.7		p-cyc3	Marker
6	mir2	36.7		p-umc1178	Marker
6	uiu6(chn)	36.7		p-pCh11	Marker
6	mir4(thp)	36.7		p-MIR4	Marker
4	adh2	37		p-phi021	Marker
4	rgpc496b(adh)	37		p-rgp c496	Marker
4	csu585	37		p-csu585	Marker
4	csu583	37		p-csu583	Marker
5	tua4	37.3		p-csu662	Marker
7	rgpc1122b(rpL15)	37.6		p-rgp c1122	Marker
7	csu810b	37.6		p-csu810	Marker
7	mdh6	37.6		p-csu375	Marker
3	asg24(gts)	37.6		p-asg24	Marker
7	npi400a	37.6		p-npi400	Marker
7	csu129	37.6		p-csu129	Marker
3	csu56b(ohp)	37.6		p-csu56	Marker
3	csu728c	37.6		p-csu728	Marker
8	rgpc131b	37.9		p-rgp c131	Marker
6	rz242a	37.9		p-rz242	Marker
6	agrr87a	37.9		p-agrr87	Marker
10	rz400(gbp)	38		p-rz400	Marker
6	csu309(atpc)	38.1		p-csu309	Marker
9	csu250b(aba)	38.3		p-csu250	Marker
2	bnlg125	39.1		p-bnlg125	Marker
1	csu691	39.2		p-csu691	Marker
9	bz1	39.3		p-phi017	Marker
5	rz632a	39.4		p-rz632	Marker
7	umc235	40		p-umc235	Marker
1	csu860b	40.3		p-csu860	Marker
2	csu1091	41		p-csu1091	Marker
7	o2	41		p-umc1066	Marker
8	umc103a	41.1		p-umc103	Marker
9	csu665b(adt)	41.3		p-csu665	Marker
7	csu611b(grp)	41.8		p-csu611	Marker
7	his1a	41.8		p-umc1577	Marker
7	csu794	42.6		p-csu794	Marker
3	asg48	42.8		p-asg48	Marker
9	csu471	42.8		p-csu471	Marker
9	csu466(lhcb)	42.8		p-csu466	Marker
8	csu949b	43		p-csu949	Marker
9	bnl5.67b	43.2		p-bnl5.67	Marker
9	asg19a	43.2		p-asg19	Marker
9	asg82	43.2		p-asg82	Marker
9	csu651(rpL39)	43.2		p-csu651	Marker
9	umc256a	43.2		p-umc256	Marker
9	csu733(rpL39)	43.2		p-csu733	Marker
7	asg34a(msd)	43.5		p-umc1068	Marker
2	csu1113	43.7		p-csu1113	Marker
3	csu242	44		p-csu242	Marker
6	csu183a(cdc48)	44		p-csu183	Marker
6	csu605	44		p-csu605	Marker
3	bnl8.35a	44		p-bnl8.35	Marker
6	csu747b(arf)	44		p-csu747	Marker
6	php06007	44		p-php06007	Marker
4	bnl5.46a	44.3		p-bnl5.46	Marker
4	uaz298(PDsI)	44.3		p-5C11B04	Marker
1	csu320a	45.2		p-csu320	Marker
9	csu486a	45.5		p-csu486	Marker
2	csu425(gct)	46.4		p-csu425	Marker
7	cent7	47	51	p-MCS1b	Centromere
10	csu561b	47.1		p-csu561	Marker
6	npi393	47.2		p-G23A-06	Marker
3	csu949a	47.6		p-csu949	Marker
4	rz630b(sat)	47.6		p-rz630	Marker
3	umc154	47.6		p-umc154	Marker
2	csu348a	47.7		p-csu348	Marker
9	csu1083b	47.7		p-csu1083	Marker
9	agrc255b	47.7		p-agrc255	Marker
7	bnl15.40	48		p-bnl15.40	Marker
4	agrr109	48.3		p-agrr109	Marker
6	csu923(sec61)	48.3		p-csu923	Marker
1	umc76	48.4		p-umc76	Marker
1	umc243b	48.4		p-umc243	Marker
1	gln6	48.4		p-GS122	Marker
7	uaz351a(rpS12)	48.9		p-5C08C03	Marker
10	csu1054	49.1		p-csu1054	Marker
7	bcd450c	49.1		p-bcd450	Marker
3	rgpc601b	49.2		p-rgp c601	Marker
9	csu1077	49.2		p-csu1077	Marker
4	fl2	49.3		p-pCC515	Marker
4	csu1135	49.3		p-csu1135	Marker
4	csu449	49.3		p-csu449	Marker
4	npi386(eks)	49.3		p-umc1067	Marker
8	csu329	49.3		p-csu329	Marker
4	agrc39a	49.3		p-agrc39	Marker
4	rz900a(ahh)	49.3		p-rz900	Marker
8	umc124a(chk)	49.3		p-umc124	Marker
4	csu855	49.3		p-csu855	Marker
4	pgd3	49.3		p-csu843	Marker
4	csu298a	49.3		p-csu298	Marker
4	csu1185	49.3		p-csu1185	Marker
3	rgpc131a	49.8		p-rgp c131	Marker
5	rpa6a	50		p-rpa6	Marker
5	bcd1072a(hsp70)	50		p-bcd1072	Marker
5	csu10a	50		p-csu10	Marker
5	csu554b(rnh)	50		p-csu554	Marker
5	cdo122b(nad)	50		p-cdo122	Marker
7	bcd1087b	50.1		p-bcd1087	Marker
7	crt2	50.1		p-csu1140	Marker
7	csu848b(vpp)	50.1		p-csu848	Marker
7	uaz352a	50.1		p-5C02B03	Marker
7	csu936	50.1		p-csu936	Marker
7	csu241c	50.1		p-csu241	Marker
7	csu11	50.1		p-csu11	Marker
7	csu233	50.1		p-csu233	Marker
7	csu281a	50.1		p-csu281	Marker
7	bnl5.33g	50.1		p-bnl5.33	Marker
7	csu919b	50.1		p-csu919	Marker
7	npi294e	50.1		p-npi361	Marker
7	csu81a(ank)	50.1		p-csu81	Marker
9	rz2a	50.2		p-rz2	Marker
9	prc1	50.2		p-5C02A05	Marker
2	umc6a	50.6		p-umc6	Marker
2	csu1058	50.6		p-csu1058	Marker
10	umc130	50.7		p-umc130	Marker
10	csu625	50.7		p-csu625	Marker
7	rz509a(mip)	51		p-rz509	Marker
3	tpi4	51.2		p-csu301	Marker
1	umc11a	51.4		p-umc11	Marker
1	npi425c	51.4		p-G22E-12	Marker
1	umc230	51.4		p-umc230	Marker
3	rz543a	51.5		p-rz543	Marker
3	asg46a	51.9		p-asg46	Marker
3	ttu1(hsp18)	51.9		p-pZmhsp 17.2	Marker
3	umc92a	51.9		p-umc92	Marker
7	umc112b	52.4		p-umc112	Marker
7	umc193c(orp)	52.6		p-pTrpB	Marker
1	csu315c	52.9		p-csu315	Marker
8	tda52	53		p-tda52	Marker
5	csu108(gbp)	53		p-csu108	Marker
5	bnlg105	53		p-bnlg105	Marker
7	cyp6	53.5		p-phi034	Marker
8	csu849(atpb)	53.5		p-csu849	Marker
6	csu226b(elf1A)	54.1		p-csu226	Marker
8	csu910	54.4		p-csu910	Marker
8	umc236	54.4		p-umc236	Marker
8	rz244a(dia)	54.4		p-rz244	Marker
8	umc206(hsp70)	54.4		p-umc206	Marker
8	csu1175	54.4		p-csu1175	Marker
8	csu279	54.4		p-csu279	Marker
2	npi208c	54.6		p-5-21B	Marker
10	npi105a	54.7		p-C6D-04	Marker
10	mpik41c(mem1)	54.7		p-MEM-1	Marker
9	umc105a	54.7		p-umc105	Marker
10	cent10	54.8	61.2	p-MCS1a	Centromere
5	tub4	55		p-tub4	Marker
6	csu199a	55.2		p-csu199	Marker
8	umc120a	55.3		p-umc120	Marker
8	rpa5c	55.3		p-rpa5	Marker
8	rgpc161	55.4		p-rgp c161	Marker
8	lhcb3	55.4		p-umc174	Marker
8	gpa1	55.4		p-csu140	Marker
2	umc61	55.6		p-umc61	Marker
2	bcd855a(ext)	55.6		p-bcd855	Marker
2	csh6	55.7		p-veg9	Marker
2	csh7	55.8		p-veg20	Marker
5	csu511b	56		p-csu511	Marker
5	csu574a(eif2B)	56		p-csu574	Marker
5	csu222b(wsi)	56		p-csu222	Marker
5	rz474a(dnaj)	56		p-rz474	Marker
8	cdo1160a(kri)	56.3		p-cdo1160	Marker
1	csu859(gol)	56.4		p-csu859	Marker
8	stp1	56.4		p-csu142	Marker
5	tbp2	56.5		p-TBI	Marker
10	umc18b(psaN)	56.8		p-umc18	Marker
10	csu237a(psaN)	56.8		p-csu237	Marker
10	csu234b(gbp)	56.8		p-csu234	Marker
10	gcsh1	56.8		p-csu681	Marker
5	umc27a	56.9		p-umc27	Marker
4	zp1	57		p-phi096	Marker
10	glu1	57.9		c0198O19	Marker
10	csu745c(rpPo)	57.9		p-csu745	Marker
10	php06005	57.9		p-php06005	Marker
3	csu621	57.9		p-csu621	Marker
10	csu1050	57.9		p-csu1050	Marker
5	bnl7.56	57.9		p-bnl7.56	Marker
3	rz382a	58		p-rz382	Marker
2	csu176	58.2		p-csu176	Marker
2	csu498	58.2		p-csu498	Marker
3	csu2b	58.2		p-csu2	Marker
8	bnl9.44	58.2		p-bnl9.44	Marker
10	rz261a(sad)	58.3		p-rz261	Marker
10	rgpc1122d(rpL15)	58.3		p-rgp c1122	Marker
10	rgpr440c(gap)	58.4		p-rgp r440	Marker
10	asg76a	59		p-asg76	Marker
8	uky3a(P450)	59.1		p-np3712	Marker
8	csu760b	59.2		p-csu760	Marker
4	psb3	59.2		p-csu754	Marker
8	csu244(imp)	59.2		p-csu244	Marker
10	rgpc496c(adh)	59.3		p-rgp c496	Marker
4	rgps2470	59.4		p-rgp s2470	Marker
5	rgpr440a(gap)	59.4		p-rgp r440	Marker
5	rgpc643d	59.4		p-rgp c643	Marker
5	csu175c(eif5A)	59.4		p-csu175	Marker
3	csu29b	59.4		p-csu29	Marker
5	csu340	59.4		p-csu340	Marker
1	csu254b	59.5		p-csu254	Marker
1	csu181a	59.5		p-csu181	Marker
1	csu179a(hsp70)	59.5		p-csu179	Marker
1	csu214b(grp)	59.5		p-csu214	Marker
8	csu275a(mtl)	59.6		p-csu275	Marker
9	cdo475a	59.7		p-cdo475	Marker
9	csu94b	59.7		p-csu94	Marker
9	csu228(pfk)	59.7		p-csu228	Marker
10	csu213b	59.7		p-csu213	Marker
10	php20646	59.9		p-php20646	Marker
8	bnl1.45a	60.1		p-bnl1.45	Marker
3	csh10b(cycII)	60.3		p-p10	Marker
3	csu1070	60.3		p-csu1070	Marker
10	bcd147(gbp)	60.4		p-bcd147L:	Marker
1	umc8a	60.7		p-umc8	Marker
1	csu238a(apx)	60.7		p-csu238	Marker
5	mdh5	60.8		p-csu249	Marker
5	bnl5.02a	60.8		p-bnl5.02	Marker
5	csu580b(mdh)	60.8		p-csu580	Marker
5	umc83b	60.8		p-umc83	Marker
5	umc166a	60.8		p-umc166	Marker
1	csu710a(apx)	60.8		p-csu710	Marker
10	umc243a	61		p-umc243	Marker
10	umc64a	61		p-umc64	Marker
7	umc258	61		p-umc258	Marker
10	orp2	61		p-pTrpB	Marker
7	umc98b	61		p-umc98	Marker
10	csu599b	61		p-csu599	Marker
10	agrr62a	61		p-agrr62	Marker
3	umc175	61.3		p-umc175	Marker
3	csu795	61.3		p-csu795	Marker
3	bnl5.33e	61.3		p-bnl5.33	Marker
3	rz995b(fbp)	61.3		p-rz995	Marker
3	umc97	61.3		p-umc97	Marker
2	ufg3a(ivr)	61.3		p-IvRI genomic	Marker
3	npi220b	61.3		p-G10F-01	Marker
3	rz244b(dia)	61.3		p-rz244	Marker
1	asg26	61.3		p-asg26	Marker
3	rps25	61.3		p-csu974	Marker
2	agrr113a	61.3		p-agrr113	Marker
4	agrr37b	61.7		p-agrr37	Marker
4	agrr301	61.7		p-agrr301	Marker
4	agrr321	61.7		p-agrr321	Marker
4	csu599a	61.7		p-csu599	Marker
10	csu913	61.9		p-csu913	Marker
10	fgp1	61.9		p-csu969	Marker
10	csu929(his3)	61.9		p-csu929	Marker
10	csu815	61.9		p-csu815	Marker
10	csu797(uce)	62		p-csu797	Marker
10	csu951(eno)	62		p-csu951	Marker
8	csu620	62.2		p-csu620	Marker
2	csu761	62.2		p-csu761	Marker
6	umc65a	62.4		p-umc65	Marker
2	csu1167	62.6		p-csu1167	Marker
4	agrp67	62.6		p-agrp67	Marker
3	csu212b	62.7		p-csu212	Marker
5	cdo475d	62.8		p-cdo475	Marker
5	rz561b	62.8		p-rz561	Marker
5	uky2(P450)	62.8		p-np2708	Marker
5	cpn1	62.8		p-csu396	Marker
8	bnl7.08a	62.9		p-bnl7.08	Marker
10	cdo1395b	63		p-cdo1395	Marker
10	nac1	63		p-phi084	Marker
10	csu898	63		p-csu898	Marker
1	asg35b	63.2		p-asg35	Marker
3	umc10a	63.6		p-umc10	Marker
9	cdo590(ppr)	63.7		p-cdo590	Marker
9	umc247	63.7		p-umc247	Marker
9	uaz246b(mbf)	63.7		p-5C01C06	Marker
9	rgpr1908a(acb)	63.7		p-rgp r1908	Marker
9	npi215a	63.7		p-npi215	Marker
9	wx1	63.7		p-p4Z-Wx	Marker
9	csu616	63.7		p-csu616	Marker
5	rz892b(alt)	63.9		p-rz892	Marker
7	cdo412b	64.1		p-cdo412	Marker
7	npi112a	64.1		p-G8H-12	Marker
10	csu276	64.2		p-csu276	Marker
1	umc13	64.4		p-umc13	Marker
1	csu215b(grp)	64.4		p-csu215	Marker
3	csu851b	64.6		p-csu851	Marker
3	csu408(grp)	64.6		p-csu408	Marker
2	csu571a(ipp)	64.7		p-csu571	Marker
3	csu404b	65		p-csu404	Marker
7	umc116a	65.1		p-umc116	Marker
2	agrr167a	65.2		p-agrr167	Marker
2	bnl10.42a	65.2		p-bnl10.42	Marker
10	csu613(acb)	65.2		p-csu613	Marker
10	rgpr1908b(acb)	65.2		p-rgp r1908	Marker
5	rgpc1122e(rpL15)	65.8		p-rgp c1122	Marker
5	umc43	65.8		p-umc43	Marker
5	bnl6.10	65.8		p-bnl6.10	Marker
9	cent9	66	70	p-MCS1a	Centromere
7	asg49	66.1		p-asg49	Marker
7	uaz205c(hsp70)	66.1		p-5C04D01	Marker
10	csu46a	66.2		p-csu46	Marker
4	orp1	66.3		p-Orp1	Marker
3	cdo1160b(kri)	66.6		p-cdo1160	Marker
3	csu290	66.6		p-csu290	Marker
8	umc209(prk)	66.8		p-umc209	Marker
4	gpc1	66.9		p-umc1088	Marker
8	rip1	66.9		p-umc1202	Marker
4	csu294	66.9		p-csu294	Marker
4	csu474(rpS14)	66.9		p-csu474	Marker
8	pdk2	66.9		p-csu764	Marker
4	csu1098	66.9		p-csu1098	Marker
4	csu1125	66.9		p-csu1125	Marker
8	npi294f	66.9		p-npi361	Marker
4	csu565(rpPo)	66.9		p-csu565	Marker
10	csu298b	67.6		p-csu298	Marker
10	amo1	67.6		p-rz69	Marker
4	agrc567	67.6		p-agrc567	Marker
9	csu680d	67.7		p-csu680	Marker
9	cdo17	67.7		p-cdo17	Marker
3	cent3	67.9	73.9	p-MCS1a	Centromere
3	umc102	67.9		p-phi053	Marker
3	cdo344a(rga)	67.9		p-cdo344	Marker
4	agrr89	68		p-agrr89	Marker
4	umc193d(orp)	68		p-umc193	Marker
2	csu861	68.5		p-csu861	Marker
1	csu814b	68.5		p-csu814	Marker
1	p1	68.5		p-VB.2	Marker
9	bnl5.33c	68.7		p-bnl5.33	Marker
9	bnl7.24a	68.7		p-bnl7.24	Marker
3	rgpc529	68.8		p-rgp c529	Marker
3	tda30	68.8		p-ztda30	Marker
3	csu912b(hsp70)	68.8		p-csu912	Marker
2	csu821	69		p-csu821	Marker
9	csu321	69.1		p-csu321	Marker
9	rgpr3235a	69.1		p-rgp r3235	Marker
9	rz953	69.1		p-rz953	Marker
10	csu864	69.4		p-csu864	Marker
10	csu671b	69.4		p-csu671	Marker
3	rgpc6(rpS9)	69.5		p-rgp c6	Marker
9	umc81	69.6		p-umc81	Marker
8	csu1101b	69.6		p-csu1101	Marker
10	mgs1	69.7		p-Msb 8	Marker
10	csu333	69.7		p-csu333	Marker
10	tda205	69.7		p-ztda205	Marker
10	csu893(isp)	69.7		p-csu893	Marker
5	csu419	69.8		p-csu419	Marker
3	rz261b(sad)	70.1		p-rz261	Marker
2	csu40(grx)	70.2		p-csu40	Marker
2	umc34	70.2		p-umc34	Marker
9	csu193	70.6		p-csu193	Marker
9	asg37	70.6		p-asg37	Marker
9	asg68a	70.6		p-asg68	Marker
9	csu623	70.6		p-csu623	Marker
9	umc20	70.6		p-umc20	Marker
9	gl15	70.6		p-nc134	Marker
9	asg63a	70.6		p-asg63	Marker
9	asg65a	70.6		p-asg65 L:	Marker
9	asg66a	70.6		p-asg66	Marker
9	csu857	70.6		p-csu857	Marker
9	bnl5.10	70.6		p-bnl5.10	Marker
4	cent4	70.7	75.3	p-MCS1a	Centromere
4	umc42a	70.9		p-umc42	Marker
4	csu902	70.9		p-csu902	Marker
4	bt2	70.9		p-pES6-75	Marker
7	bnl15.21	70.9		p-bnl15.21	Marker
4	csu509	70.9		p-csu509	Marker
4	agrr286	70.9		p-agrr286	Marker
4	umc47a	70.9		p-umc47	Marker
4	umc242	70.9		p-umc242	Marker
4	csu1026	70.9		p-csu1026	Marker
4	bnl15.45	70.9		p-bnl15.45	Marker
4	agrr62b	70.9		p-agrr62	Marker
1	csu745d(rpPo)	70.9		p-csu745	Marker
4	umc263	70.9		p-umc263	Marker
7	bnl15.37b	71		p-bnl15.37	Marker
2	bnl8.04	71.5		p-bnl8.04	Marker
7	csu274(hsp90)	71.7		p-csu274	Marker
4	csu74(fdx)	71.8		p-csu74	Marker
4	cdo395a(ypt)	71.9		p-cdo395	Marker
4	csu716	71.9		p-csu716	Marker
4	umc33b	71.9		p-umc33	Marker
8	csu226a(elf1A)	72		p-csu226	Marker
10	asg2	72		p-asg2	Marker
10	csu948	72.1		p-csu948	Marker
1	npi286	72.1		p-npi286	Marker
3	csu229b(oec)	72.3		p-csu229	Marker
10	umc261	72.5		p-umc261	Marker
9	csu252b(cdc2)	72.8		p-csu252	Marker
9	bnl5.04	72.8		p-bnl5.04	Marker
9	hm2	72.8		p-HM1	Marker
9	csu179b(hsp70)	72.8		p-csu179	Marker
9	csu147	72.8		p-csu147	Marker
9	bnl7.13	72.8		p-bnl7.13	Marker
9	csu181b	72.8		p-csu181	Marker
9	csu778(lhcb)	72.8		p-csu778	Marker
9	csu254a	72.8		p-csu254	Marker
9	umc114	72.8		p-umc114	Marker
9	csu214a(grp)	72.8		p-csu214	Marker
3	atp1	72.9		p-csu30	Marker
1	csu392b	73.2		p-csu392	Marker
1	csu753	73.2		p-csu753	Marker
4	bnl5.71b	73.3		p-bnl5.71	Marker
4	agrp83a	73.3		p-agrp83	Marker
4	csu93c	73.3		p-csu93	Marker
10	npi294h	73.5		p-npi361	Marker
7	csu395c	73.5		p-csu395	Marker
2	csu348b	73.6		p-csu348	Marker
2	csu350(gpdh)	73.6		p-csu350	Marker
3	csu961(fnr)	73.8		p-csu961	Marker
