map_name	map_start	map_stop	feature_name	feature_alt_name	feature_start	feature_stop	feature_type
ctg102	2	89	AC104285	AC104285	62	86	Clone
ctg103	2	234	S2137	S2137	152.5		Marker
ctg103	2	234	S2309	S2309	152.5		Marker
ctg103	2	234	S1548	S1548	74.5		Marker
ctg103	2	234	R1559	R1559	216		Marker
ctg103	2	234	C568	C568	22.5		Marker
ctg103	2	234	E60570	E60570	199.5		Marker
ctg103	2	234	G396	G396	206		Marker
ctg103	2	234	S2136	S2136	199.5		Marker
ctg103	2	234	AC079021	AC079021	191	221	Clone
ctg103	2	234	AC079022	AC079022	13	43	Clone
ctg103	2	234	AC079356	AC079356	44	80	Clone
ctg103	2	234	AC093088	AC093088	167	187	Clone
ctg103	2	234	AC093089	AC093089	185	203	Clone
ctg103	2	234	AC093921	AC093921	83	111	Clone
ctg103	2	234	AP001111	AP001111	149	181	Clone
ctg104	6	518	G71	G71	384		Marker
ctg104	6	518	AC016779	AC016779	327	361	Clone
ctg104	6	518	AC079357	AC079357	79	111	Clone
ctg104	6	518	AC084218	AC084218	352	388	Clone
ctg104	6	518	AC087425	AC087425	435	473	Clone
ctg104	6	518	AC087551	AC087551	415	449	Clone
ctg104	6	518	AC087552	AC087552	119	159	Clone
ctg104	6	518	AC093490	AC093490	146	164	Clone
ctg104	6	518	AC093492	AC093492	396	426	Clone
ctg104	6	518	AC093493	AC093493	374	408	Clone
ctg104	6	518	AC104276	AC104276	483	503	Clone
ctg104	6	518	AC104277	AC104277	209	239	Clone
ctg104	6	518	AC104283	AC104283	256	282	Clone
ctg104	6	518	AC105262	AC105262	192	220	Clone
ctg104	6	518	AC105772	AC105772	331	349	Clone
ctg104	6	518	RG313	RG313	334.5		Marker
ctg104	6	518	R708	R708	177.5		Marker
ctg104	6	518	R3166	R3166	93.5		Marker
ctg104	6	518	S12447	S12447	475		Marker
ctg104	6	518	R1838	R1838	431		Marker
ctg104	6	518	RZ244	RZ244	481.5		Marker
ctg104	6	518	E1455S	E1455S	62		Marker
ctg104	6	518	C859	C859	500		Marker
ctg104	6	518	XA21	Xa21	46		Marker
ctg104	6	518	R3332	R3332	150.5		Marker
ctg104	6	518	C326	C326	43		Marker
ctg105	1	185	C1255	C1255	69		Marker
ctg105	1	185	C61983S	C61983S	145.5		Marker
ctg105	1	185	R2232	R2232	105		Marker
ctg105	1	185	C11804S	C11804S	133		Marker
ctg105	1	185	C477	C477	127		Marker
ctg105	1	185	AC084817	AC084817	102	126	Clone
ctg106	3	256	R2185	R2185	236.5		Marker
ctg106	3	256	Y1060R	Y1060R	211		Marker
ctg106	3	256	R1888	R1888	147		Marker
ctg106	3	256	E51274S	E51274S	64		Marker
ctg106	3	256	S10593	S10593	137		Marker
ctg106	3	256	AC093489	AC093489	212	236	Clone
ctg106	3	256	AC093920	AC093920	176	196	Clone
ctg106	3	256	AC093954	AC093954	205	231	Clone
ctg106	3	256	AC097174	AC097174	169	201	Clone
ctg107	-2	446	C249	C249	295.5		Marker
ctg107	-2	446	RZ537	RZ537	47.5		Marker
ctg108	1	116	S12928	S12928	49.5		Marker
ctg108	1	116	S20262S	S20262S	19		Marker
ctg108	1	116	R569	R569	18		Marker
ctg108	1	116	S1873	S1873	24.5		Marker
ctg108	1	116	AC104705	AC104705	25	41	Clone
ctg109	1	165	L714	L714	12.5		Marker
ctg109	1	165	R566	R566	146		Marker
ctg109	1	165	S14177	S14177	78.5		Marker
ctg109	1	165	AC098835	AC098835	106	122	Clone
ctg109	1	165	AC104275	AC104275	125	153	Clone
ctg11	3	366	G227	G227	54		Marker
ctg11	3	366	C316	C316	183		Marker
ctg11	3	366	AC091664	AC091664	97	127	Clone
ctg11	3	366	AP002970	AP002970	142	176	Clone
ctg11	3	366	AP003054	AP003054	279	319	Clone
ctg11	3	366	AP003077	AP003077	176	198	Clone
ctg11	3	366	AP003144	AP003144	313	341	Clone
ctg11	3	366	AP003202	AP003202	111	141	Clone
ctg11	3	366	AP003203	AP003203	331	363	Clone
ctg11	3	366	AP003213	AP003213	151	183	Clone
ctg11	3	366	AP003217	AP003217	248	282	Clone
ctg11	3	366	AP003276	AP003276	18	50	Clone
ctg11	3	366	AP003435	AP003435	196	234	Clone
ctg11	3	366	AP003562	AP003562	92	116	Clone
ctg11	3	366	AP003563	AP003563	44	86	Clone
ctg11	3	366	AP004222	AP004222	62	94	Clone
ctg11	3	366	AP004611	AP004611	11	41	Clone
ctg110	-1	663	AC104270	AC104270	204	244	Clone
ctg110	-1	663	AC104274	AC104274	248	268	Clone
ctg110	-1	663	AC105768	AC105768	83	117	Clone
ctg110	-1	663	S10207	S10207	167.5		Marker
ctg110	-1	663	S12669S	S12669S	404.5		Marker
ctg110	-1	663	E60570	E60570	44.5		Marker
ctg110	-1	663	C309	C309	164		Marker
ctg111	4	280	E10322S	E10322S	83		Marker
ctg111	4	280	S20487S	S20487S	266.5		Marker
ctg111	4	280	RZ296	RZ296	250		Marker
ctg112	1	227	L363	L363	59.5		Marker
ctg112	1	227	S861	S861	145		Marker
ctg112	1	227	R2059	R2059	189		Marker
ctg112	1	227	G260	G260	50.5		Marker
ctg112	1	227	AC093953	AC093953	171	201	Clone
ctg112	1	227	AC093955	AC093955	141	163	Clone
ctg112	1	227	AC096707	AC096707	153	183	Clone
ctg113	-2	328	C734	C734	205.5		Marker
ctg113	-2	328	S5933S	S5933S	255		Marker
ctg113	-2	328	S32S	S32S	111.5		Marker
ctg113	-2	328	AC104706	AC104706	256	278	Clone
ctg113	-2	328	AC104712	AC104712	-1	25	Clone
ctg113	-2	328	AC105320	AC105320	166	190	Clone
ctg114	2	73	C60228S	C60228S	27		Marker
ctg114	2	73	S4036S	S4036S	17.5		Marker
ctg114	2	73	AC105261	AC105261	9	41	Clone
ctg115	1	109	AC104272	AC104272	58	94	Clone
ctg115	1	109	AC104281	AC104281	10	48	Clone
ctg115	1	109	AC104711	AC104711	1	27	Clone
ctg116	1	100	BCD1421	BCD1421	43		Marker
ctg116	1	100	R1888	R1888	22		Marker
ctg116	1	100	S1780	S1780	86.5		Marker
ctg116	1	100	R3313	R3313	59.5		Marker
ctg117	1	132	R372	R372	74		Marker
ctg117	1	132	AC104707	AC104707	88	118	Clone
ctg117	1	132	AC108874	AC108874	43	67	Clone
ctg118	1	430	S2137	S2137	270		Marker
ctg118	1	430	R1436	R1436	15		Marker
ctg118	1	430	C63486S	C63486S	320		Marker
ctg118	1	430	S861	S861	183		Marker
ctg118	1	430	R2609	R2609	414.5		Marker
ctg118	1	430	R188	R188	133.5		Marker
ctg118	1	430	E11382S	E11382S	124.5		Marker
ctg118	1	430	E719S	E719S	117		Marker
ctg118	1	430	CDO105	CDO105	39.5		Marker
ctg118	1	430	RG13	RG13	107		Marker
ctg118	1	430	C326	C326	117.5		Marker
ctg118	1	430	AC104708	AC104708	269	289	Clone
ctg118	1	430	AC104710	AC104710	56	76	Clone
ctg118	1	430	AC105258	AC105258	115	129	Clone
ctg118	1	430	AC105319	AC105319	290	308	Clone
ctg118	1	430	AC105771	AC105771	143	171	Clone
ctg118	1	430	AC105773	AC105773	99	117	Clone
ctg118	1	430	AC107085	AC107085	136	172	Clone
ctg118	1	430	AC108875	AC108875	380	406	Clone
ctg119	1	68	R1320	R1320	54		Marker
ctg119	1	68	R2724	R2724	13.5		Marker
ctg119	1	68	AC109595	AC109595	39	57	Clone
ctg12	1	114	R10920S	R10920S	68.5		Marker
ctg12	1	114	C421	C421	26		Marker
ctg12	1	114	AP003350	AP003350	45	85	Clone
ctg12	1	114	AP003370	AP003370	27	47	Clone
ctg12	1	114	AP003447	AP003447	74	108	Clone
ctg12	1	114	AP004357	AP004357	0	36	Clone
ctg12	1	114	AP004641	AP004641	3	33	Clone
ctg120	1	130	C308	C308	67		Marker
ctg120	1	130	C624	C624	95.5		Marker
ctg120	1	130	AC105318	AC105318	90	112	Clone
ctg120	1	130	AC105769	AC105769	59	81	Clone
ctg120	1	130	AC108502	AC108502	54	72	Clone
ctg121	1	349	RZ455	RZ455	35		Marker
ctg121	1	349	C1402	C1402	211		Marker
ctg121	1	349	R2117	R2117	179.5		Marker
ctg121	1	349	R1559	R1559	242.5		Marker
ctg121	1	349	C128	C128	47.5		Marker
ctg121	1	349	C903	C903	40		Marker
ctg121	1	349	AC093952	AC093952	293	327	Clone
ctg121	1	349	AC097175	AC097175	308	340	Clone
ctg121	1	349	AC105770	AC105770	2	28	Clone
ctg121	1	349	AC108876	AC108876	37	51	Clone
ctg121	1	349	AC112159	AC112159	93	117	Clone
ctg122	3	111	L1013	L1013	46.5		Marker
ctg122	3	111	C43	C43	53		Marker
ctg122	3	111	L1044	L1044	54.5		Marker
ctg122	3	111	C47	C47	45.5		Marker
ctg122	3	111	AC093919	AC093919	38	60	Clone
ctg122	3	111	AC097176	AC097176	18	44	Clone
ctg122	3	111	AC111016	AC111016	50	86	Clone
ctg123	1	177	C1018	C1018	101.5		Marker
ctg123	1	177	G267	G267	140.5		Marker
ctg123	1	177	R742	R742	147		Marker
ctg123	1	177	AC108523	AC108523	68	84	Clone
ctg123	1	177	AC113332	AC113332	101	125	Clone
ctg124	2	148	L176	L176	27.5		Marker
ctg124	2	148	S11241	S11241	79.5		Marker
ctg124	2	148	AC108522	AC108522	40	56	Clone
ctg124	2	148	AC108873	AC108873	73	101	Clone
ctg124	2	148	AC113334	AC113334	5	33	Clone
ctg125	1	300	S2678	S2678	87		Marker
ctg125	1	300	S2581	S2581	186.5		Marker
ctg125	1	300	S10693	S10693	267		Marker
ctg125	1	300	E11382S	E11382S	54		Marker
ctg125	1	300	AC097111	AC097111	166	180	Clone
ctg125	1	300	AC097112	AC097112	173	201	Clone
ctg125	1	300	AC098833	AC098833	240	266	Clone
ctg125	1	300	AC104278	AC104278	271	293	Clone
ctg125	1	300	AC104713	AC104713	222	246	Clone
ctg125	1	300	AC109596	AC109596	77	97	Clone
ctg125	1	300	AC111015	AC111015	110	134	Clone
ctg126	1	401	AC007858	AC007858	343.5		Clone
ctg126	1	401	E12196S	E12196S	112		Marker
ctg126	1	401	S14121	S14121	203		Marker
ctg126	1	401	C477	C477	106.5		Marker
ctg126	1	401	C245	C245	313.5		Marker
ctg126	1	401	S974	S974	123.5		Marker
ctg126	1	401	R1714	R1714	144.5		Marker
ctg126	1	401	AC007858	AC007858	337	361	Clone
ctg126	1	401	AC093956	AC093956	58	82	Clone
ctg126	1	401	AC098571	AC098571	319	339	Clone
ctg126	1	401	AC098573	AC098573	354	374	Clone
ctg126	1	401	AC098832	AC098832	295	317	Clone
ctg126	1	401	AC104284	AC104284	268	304	Clone
ctg126	1	401	AC104709	AC104709	85	125	Clone
ctg126	1	401	AC113333	AC113333	137	175	Clone
ctg127	2	31	S11036	S11036	18.5		Marker
ctg128	1	154	C1230	C1230	130.5		Marker
ctg128	1	154	AC098598	AC098598	119	143	Clone
ctg128	1	154	AC105260	AC105260	110	128	Clone
ctg129	4	516	C76	C76	397.5		Marker
ctg129	4	516	S1084	S1084	360.5		Marker
ctg129	4	516	C1084	C1084	453.5		Marker
ctg129	4	516	S10068	S10068	111.5		Marker
ctg129	4	516	C474	C474	159		Marker
ctg129	4	516	R3139	R3139	294.5		Marker
ctg129	4	516	R565	R565	180.5		Marker
ctg129	4	516	R1952	R1952	486.5		Marker
ctg129	4	516	C952	C952	278.5		Marker
ctg129	4	516	E567S	E567S	253		Marker
ctg129	4	516	S2107	S2107	250.5		Marker
ctg129	4	516	S1515	S1515	150.5		Marker
ctg129	4	516	AL607097	AL607097	8	32	Clone
ctg129	4	516	AL607102	AL607102	355	385	Clone
ctg129	4	516	AP000391	AP000391	300	336	Clone
ctg129	4	516	AP000399	AP000399	450	484	Clone
ctg129	4	516	AP000559	AP000559	328	358	Clone
ctg129	4	516	AP000616	AP000616	70	100	Clone
ctg129	4	516	AP001129	AP001129	49	87	Clone
ctg129	4	516	AP001168	AP001168	276	314	Clone
ctg129	4	516	AP001389	AP001389	145	187	Clone
ctg129	4	516	AP001552	AP001552	98	138	Clone
ctg129	4	516	AP002542	AP002542	347	381	Clone
ctg129	4	516	AP002837	AP002837	178	198	Clone
ctg129	4	516	AP002842	AP002842	27	45	Clone
ctg129	4	516	AP003487	AP003487	484	514	Clone
ctg129	4	516	AP003526	AP003526	387	423	Clone
ctg129	4	516	AP003564	AP003564	192	222	Clone
ctg129	4	516	AP003708	AP003708	413	449	Clone
ctg129	4	516	AP004234	AP004234	375	415	Clone
ctg13	-4	636	G270	G270	605.5		Marker
ctg13	-4	636	CDO920	CDO920	501.5		Marker
ctg13	-4	636	BCD134	BCD134	484.5		Marker
ctg13	-4	636	E3232S	E3232S	280		Marker
ctg13	-4	636	R2159	R2159	489.5		Marker
ctg13	-4	636	AP003075	AP003075	436	470	Clone
ctg13	-4	636	AP003141	AP003141	493	515	Clone
ctg13	-4	636	AP003267	AP003267	417	443	Clone
ctg13	-4	636	AP003296	AP003296	472	496	Clone
ctg13	-4	636	AP003308	AP003308	539	569	Clone
ctg13	-4	636	AP003310	AP003310	619	631	Clone
ctg13	-4	636	AP003334	AP003334	517	537	Clone
ctg13	-4	636	AP003342	AP003342	466	490	Clone
ctg13	-4	636	AP003372	AP003372	352	378	Clone
ctg13	-4	636	AP003413	AP003413	566	580	Clone
ctg13	-4	636	AP003432	AP003432	571	595	Clone
ctg13	-4	636	AP003443	AP003443	368	406	Clone
ctg13	-4	636	AP003445	AP003445	-4	34	Clone
ctg13	-4	636	AP003449	AP003449	21	61	Clone
ctg13	-4	636	AP003516	AP003516	114	148	Clone
ctg13	-4	636	AP003902	AP003902	318	354	Clone
ctg13	-4	636	AP003924	AP003924	377	423	Clone
ctg13	-4	636	AP003933	AP003933	292	320	Clone
ctg13	-4	636	AP004225	AP004225	260	292	Clone
ctg13	-4	636	AP004231	AP004231	204	246	Clone
ctg13	-4	636	AP004232	AP004232	190	208	Clone
ctg13	-4	636	AP004233	AP004233	167	191	Clone
ctg13	-4	636	AP004258	AP004258	269	299	Clone
ctg13	-4	636	AP004360	AP004360	76	112	Clone
ctg13	-4	636	AP004361	AP004361	141	167	Clone
ctg13	-4	636	AP004361	AP004361	140	168	Clone
ctg13	-4	636	AP004361	AP004361	138	170	Clone
ctg13	-4	636	AP004361	AP004361	137	171	Clone
ctg13	-4	636	AP004361	AP004361	137	171	Clone
ctg13	-4	636	AP004361	AP004361	137	171	Clone
ctg13	-4	636	AP004362	AP004362	67	99	Clone
ctg13	-4	636	AP004614	AP004614	239	255	Clone
ctg130	6	78	R2749	R2749	45.5		Marker
ctg130	6	78	R1962	R1962	57.5		Marker
ctg130	6	78	AP003632	AP003632	23	37	Clone
ctg130	6	78	AP003767	AP003767	10	40	Clone
ctg130	6	78	AP004806	AP004806	37	77	Clone
ctg131	1	488	C764	C764	18.5		Marker
ctg131	1	488	AB023482	AB023482	140.5		Clone
ctg131	1	488	L533	L533	330.5		Marker
ctg131	1	488	L1092	L1092	461.5		Marker
ctg131	1	488	C1032	C1032	71.5		Marker
ctg131	1	488	E719S	E719S	242.5		Marker
ctg131	1	488	AB026295	AB026295	84		Clone
ctg131	1	488	S1520	S1520	354.5		Marker
ctg131	1	488	S10207	S10207	149.5		Marker
ctg131	1	488	RZ2	RZ2	117		Marker
ctg131	1	488	R2242S	R2242S	149.5		Marker
ctg131	1	488	AB023482	AB023482	125	161	Clone
ctg131	1	488	AB026295	AB026295	58	96	Clone
ctg131	1	488	AP002069	AP002069	218	252	Clone
ctg131	1	488	AP002071	AP002071	159	191	Clone
ctg131	1	488	AP002536	AP002536	97	117	Clone
ctg131	1	488	AP002854	AP002854	194	218	Clone
ctg131	1	488	AP002864	AP002864	160	174	Clone
ctg131	1	488	AP003019	AP003019	244	282	Clone
ctg131	1	488	AP003489	AP003489	337	349	Clone
ctg131	1	488	AP003508	AP003508	348	392	Clone
ctg131	1	488	AP003510	AP003510	453	477	Clone
ctg131	1	488	AP003514	AP003514	422	458	Clone
ctg131	1	488	AP004239	AP004239	4	32	Clone
ctg131	1	488	AP004280	AP004280	435	459	Clone
ctg131	1	488	AP004552	AP004552	307	339	Clone
ctg131	1	488	AP004738	AP004738	388	424	Clone
ctg132	1	267	L688	L688	182		Marker
ctg132	1	267	Y2769L	Y2769L	38		Marker
ctg132	1	267	C999	C999	46.5		Marker
ctg132	1	267	S10928	S10928	244.5		Marker
ctg132	1	267	AP003458	AP003458	133	167	Clone
ctg132	1	267	AP003488	AP003488	231	261	Clone
ctg132	1	267	AP003525	AP003525	172	202	Clone
ctg132	1	267	AP003946	AP003946	5	29	Clone
ctg132	1	267	AP004322	AP004322	177	197	Clone
ctg132	1	267	AP004741	AP004741	174	202	Clone
ctg132	1	267	AP004754	AP004754	70	98	Clone
ctg132	1	267	AP004758	AP004758	84	116	Clone
ctg132	1	267	AP004796	AP004796	25	53	Clone
ctg133	1	314	R2147	R2147	37.5		Marker
ctg133	1	314	G200	G200	32		Marker
ctg133	1	314	Y2587L	Y2587L	40.5		Marker
ctg133	1	314	C1478	C1478	105.5		Marker
ctg133	1	314	AP003509	AP003509	67	107	Clone
ctg133	1	314	AP003513	AP003513	25	55	Clone
ctg133	1	314	AP003569	AP003569	43	75	Clone
ctg133	1	314	AP004027	AP004027	247	273	Clone
ctg133	1	314	AP004651	AP004651	274	306	Clone
ctg133	1	314	AP004725	AP004725	219	261	Clone
ctg133	1	314	AP004785	AP004785	128	150	Clone
ctg134	1	165	S11149	S11149	85		Marker
ctg134	1	165	C326	C326	84.5		Marker
ctg134	1	165	P124	P124	32.5		Marker
ctg134	1	165	AP003490	AP003490	49	87	Clone
ctg135	-1	437	R1679	R1679	121.5		Marker
ctg135	-1	437	R3014	R3014	80		Marker
ctg135	-1	437	AP003044	AP003044	159	193	Clone
ctg135	-1	437	AP003538	AP003538	185	219	Clone
ctg135	-1	437	AP003540	AP003540	218	260	Clone
ctg135	-1	437	AP003575	AP003575	88	120	Clone
ctg135	-1	437	AP004321	AP004321	103	129	Clone
ctg135	-1	437	AP004630	AP004630	26	50	Clone
ctg135	-1	437	AP004633	AP004633	242	276	Clone
ctg135	-1	437	AP004740	AP004740	-1	31	Clone
ctg135	-1	437	AP004791	AP004791	311	347	Clone
ctg136	2	205	R1960	R1960	24.5		Marker
ctg136	2	205	AP003512	AP003512	7	43	Clone
ctg136	2	205	AP003520	AP003520	71	107	Clone
ctg136	2	205	AP003528	AP003528	98	138	Clone
ctg136	2	205	AP003545	AP003545	136	184	Clone
ctg136	2	205	AP004734	AP004734	40	64	Clone
ctg136	2	205	AP004735	AP004735	27	57	Clone
ctg137	2	298	R538	R538	277.5		Marker
ctg137	2	298	E10235S	E10235S	138.5		Marker
ctg137	2	298	R2906S	R2906S	138		Marker
ctg137	2	298	C1478	C1478	262.5		Marker
ctg137	2	298	AP003506	AP003506	48	80	Clone
ctg137	2	298	AP003511	AP003511	257	287	Clone
ctg137	2	298	AP003542	AP003542	11	47	Clone
ctg137	2	298	AP003572	AP003572	35	75	Clone
ctg137	2	298	AP003619	AP003619	138	152	Clone
ctg137	2	298	AP003763	AP003763	126	146	Clone
ctg137	2	298	AP003952	AP003952	65	91	Clone
ctg137	2	298	AP004325	AP004325	153	173	Clone
ctg137	2	298	AP004750	AP004750	229	259	Clone
ctg137	2	298	AP004757	AP004757	205	239	Clone
ctg137	2	298	AP004784	AP004784	105	133	Clone
ctg138	1	201	G294	G294	174		Marker
ctg138	1	201	S12926	S12926	187.5		Marker
ctg138	1	201	AP003518	AP003518	61	89	Clone
ctg138	1	201	AP003521	AP003521	149	175	Clone
ctg138	1	201	AP003529	AP003529	180	194	Clone
ctg138	1	201	AP003577	AP003577	121	167	Clone
ctg138	1	201	AP004012	AP004012	64	82	Clone
ctg138	1	201	AP004460	AP004460	107	137	Clone
ctg138	1	201	AP004728	AP004728	100	132	Clone
ctg138	1	201	AP004742	AP004742	32	64	Clone
ctg139	1	548	R688	R688	14.5		Marker
ctg139	1	548	R3188	R3188	307.5		Marker
ctg139	1	548	R32	R32	519.5		Marker
ctg139	1	548	AP003618	AP003618	28	68	Clone
ctg139	1	548	AP003684	AP003684	276	296	Clone
ctg139	1	548	AP003958	AP003958	16	42	Clone
ctg139	1	548	AP003959	AP003959	157	171	Clone
ctg139	1	548	AP004328	AP004328	306	334	Clone
ctg139	1	548	AP004730	AP004730	287	319	Clone
ctg139	1	548	AP004743	AP004743	12	42	Clone
ctg139	1	548	AP004745	AP004745	340	374	Clone
ctg139	1	548	AP004749	AP004749	384	410	Clone
ctg139	1	548	AP004794	AP004794	421	453	Clone
ctg139	1	548	AP004795	AP004795	501	535	Clone
ctg14	3	40	S13994	S13994	16.5		Marker
ctg14	3	40	AP002908	AP002908	3	25	Clone
ctg14	3	40	AP003546	AP003546	12	34	Clone
ctg140	6	177	AP003522	AP003522	119	157	Clone
ctg140	6	177	AP003524	AP003524	65	97	Clone
ctg140	6	177	AP003942	AP003942	82	112	Clone
ctg140	6	177	AP004007	AP004007	39	61	Clone
ctg140	6	177	AP004726	AP004726	135	163	Clone
ctg141	1	505	L363	L363	100.5		Marker
ctg141	1	505	L246	L246	106		Marker
ctg141	1	505	R2015	R2015	76.5		Marker
ctg141	1	505	R1519	R1519	453.5		Marker
ctg141	1	505	C214	C214	239		Marker
ctg141	1	505	E11749	E11749	227.5		Marker
ctg141	1	505	C326	C326	76.5		Marker
ctg141	1	505	C137	C137	149.5		Marker
ctg141	1	505	AC087597	AC087597	335	369	Clone
ctg141	1	505	AP003544	AP003544	60	84	Clone
ctg141	1	505	AP003608	AP003608	17	41	Clone
ctg141	1	505	AP003613	AP003613	129	165	Clone
ctg141	1	505	AP003630	AP003630	445	477	Clone
ctg141	1	505	AP003682	AP003682	97	133	Clone
ctg141	1	505	AP003686	AP003686	73	109	Clone
ctg141	1	505	AP003713	AP003713	194	222	Clone
ctg141	1	505	AP003714	AP003714	234	274	Clone
ctg141	1	505	AP003724	AP003724	479	505	Clone
ctg141	1	505	AP003762	AP003762	208	238	Clone
ctg141	1	505	AP003937	AP003937	136	162	Clone
ctg141	1	505	AP004729	AP004729	357	401	Clone
ctg141	1	505	AP004731	AP004731	47	75	Clone
ctg141	1	505	AP004739	AP004739	162	194	Clone
ctg142	3	843	R276	R276	776.5		Marker
ctg142	3	843	C554	C554	650.5		Marker
ctg142	3	843	S1437	S1437	219.5		Marker
ctg142	3	843	C358	C358	666.5		Marker
ctg142	3	843	R674	R674	79.5		Marker
ctg142	3	843	R1559	R1559	310		Marker
ctg142	3	843	R2549	R2549	408		Marker
ctg142	3	843	R2955	R2955	36		Marker
ctg142	3	843	R1888	R1888	476		Marker
ctg142	3	843	Y2686L	Y2686L	648		Marker
ctg142	3	843	S14004	S14004	765.5		Marker
ctg142	3	843	RZ682	RZ682	743.5		Marker
ctg142	3	843	S4002S	S4002S	295.5		Marker
ctg142	3	843	C137	C137	256		Marker
ctg142	3	843	R2242S	R2242S	260		Marker
ctg142	3	843	AP003517	AP003517	699	731	Clone
ctg142	3	843	AP003523	AP003523	631	667	Clone
ctg142	3	843	AP003539	AP003539	407	437	Clone
ctg142	3	843	AP003565	AP003565	747	783	Clone
ctg142	3	843	AP003568	AP003568	656	692	Clone
ctg142	3	843	AP003571	AP003571	583	617	Clone
ctg142	3	843	AP003573	AP003573	563	597	Clone
ctg142	3	843	AP003579	AP003579	760	804	Clone
ctg142	3	843	AP003609	AP003609	384	406	Clone
ctg142	3	843	AP003612	AP003612	148	178	Clone
ctg142	3	843	AP003615	AP003615	156	192	Clone
ctg142	3	843	AP003616	AP003616	271	301	Clone
ctg142	3	843	AP003617	AP003617	56	86	Clone
ctg142	3	843	AP003622	AP003622	33	61	Clone
ctg142	3	843	AP003623	AP003623	131	157	Clone
ctg142	3	843	AP003625	AP003625	12	38	Clone
ctg142	3	843	AP003626	AP003626	292	322	Clone
ctg142	3	843	AP003629	AP003629	193	227	Clone
ctg142	3	843	AP003711	AP003711	322	354	Clone
ctg142	3	843	AP003712	AP003712	775	813	Clone
ctg142	3	843	AP003938	AP003938	417	439	Clone
ctg142	3	843	AP003941	AP003941	61	83	Clone
ctg142	3	843	AP003944	AP003944	267	297	Clone
ctg142	3	843	AP003961	AP003961	535	561	Clone
ctg142	3	843	AP003986	AP003986	103	123	Clone
ctg142	3	843	AP004008	AP004008	677	707	Clone
ctg142	3	843	AP004236	AP004236	94	126	Clone
ctg142	3	843	AP004279	AP004279	244	278	Clone
ctg142	3	843	AP004323	AP004323	13	27	Clone
ctg142	3	843	AP004327	AP004327	67	93	Clone
ctg142	3	843	AP004571	AP004571	71	99	Clone
ctg142	3	843	AP004615	AP004615	353	381	Clone
ctg142	3	843	AP004733	AP004733	477	501	Clone
ctg142	3	843	AP004737	AP004737	449	477	Clone
ctg142	3	843	AP004781	AP004781	342	370	Clone
ctg142	3	843	AP004792	AP004792	514	546	Clone
ctg142	3	843	AP004803	AP004803	812	834	Clone
ctg143	2	231	C1424	C1424	157		Marker
ctg143	2	231	AP003723	AP003723	52	84	Clone
ctg143	2	231	AP003728	AP003728	5	53	Clone
ctg143	2	231	AP003766	AP003766	93	139	Clone
ctg143	2	231	AP003770	AP003770	194	226	Clone
ctg143	2	231	AP003935	AP003935	148	186	Clone
ctg143	2	231	AP004277	AP004277	103	141	Clone
ctg143	2	231	AP004797	AP004797	71	107	Clone
ctg144	1	150	C69	C69	115		Marker
ctg144	1	150	C61277S	C61277S	77.5		Marker
ctg144	1	150	S14023	S14023	43		Marker
ctg144	1	150	R2091	R2091	56		Marker
ctg144	1	150	AP003726	AP003726	114	142	Clone
ctg144	1	150	AP003771	AP003771	7	43	Clone
ctg144	1	150	AP004278	AP004278	90	114	Clone
ctg145	1	111	R1782	R1782	54.5		Marker
